created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2019-10-07 21:03:27 UTC,985,24.30000,19.40000,23.30000,62.70000,14.00000,16.80000,8.30000,400.02380
2019-10-07 21:04:27 UTC,986,24.40000,19.40000,23.30000,62.50000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:05:27 UTC,987,24.30000,19.40000,23.30000,62.80000,14.00000,16.80000,8.30000,400.02380
2019-10-07 21:06:27 UTC,988,24.30000,19.40000,23.30000,62.80000,14.00000,16.80000,8.30000,400.02380
2019-10-07 21:07:27 UTC,989,24.30000,19.40000,23.30000,63.00000,14.00000,16.80000,8.20000,400.02380
2019-10-07 21:08:27 UTC,990,24.30000,19.40000,23.30000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:09:27 UTC,991,24.30000,19.40000,23.30000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:10:27 UTC,992,24.40000,19.40000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 21:11:27 UTC,993,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:12:27 UTC,994,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:13:27 UTC,995,24.30000,19.40000,23.30000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:14:27 UTC,996,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:15:28 UTC,997,24.30000,19.40000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:16:27 UTC,998,24.30000,19.40000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:17:27 UTC,999,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:18:27 UTC,1000,24.30000,19.40000,23.30000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:19:27 UTC,1001,24.30000,19.40000,23.30000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:20:27 UTC,1002,24.30000,19.40000,23.30000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:21:27 UTC,1003,24.30000,19.40000,23.30000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:22:27 UTC,1004,24.30000,19.40000,23.40000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:23:27 UTC,1005,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:24:27 UTC,1006,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:25:27 UTC,1007,24.30000,19.40000,23.30000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:26:27 UTC,1008,24.30000,19.40000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:27:27 UTC,1009,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:28:27 UTC,1010,24.30000,19.40000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:29:27 UTC,1011,24.30000,19.40000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:30:27 UTC,1012,24.30000,19.40000,23.30000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:31:27 UTC,1013,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:32:27 UTC,1014,24.30000,19.30000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 21:33:27 UTC,1015,24.30000,19.30000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 21:34:27 UTC,1016,24.40000,19.40000,23.30000,62.30000,13.90000,16.70000,8.40000,400.02380
2019-10-07 21:35:27 UTC,1017,24.40000,19.40000,23.30000,62.30000,13.90000,16.70000,8.40000,400.02380
2019-10-07 21:36:27 UTC,1018,24.30000,19.40000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:37:27 UTC,1019,24.30000,19.40000,23.30000,62.50000,13.90000,16.70000,8.40000,400.02380
2019-10-07 21:38:27 UTC,1020,24.40000,19.40000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 21:39:27 UTC,1021,24.40000,19.40000,23.30000,62.60000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:40:27 UTC,1022,24.40000,19.40000,23.30000,62.50000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:41:27 UTC,1023,24.30000,19.40000,23.30000,62.70000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:42:27 UTC,1024,24.30000,19.40000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:43:27 UTC,1025,24.30000,19.40000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 21:44:28 UTC,1026,24.40000,19.40000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 21:45:27 UTC,1027,24.30000,19.40000,23.30000,62.60000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:46:27 UTC,1028,24.30000,19.40000,23.30000,62.80000,14.00000,16.80000,8.30000,400.02380
2019-10-07 21:47:27 UTC,1029,24.30000,19.40000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:48:27 UTC,1030,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:49:27 UTC,1031,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:50:27 UTC,1032,24.30000,19.40000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:51:29 UTC,1033,24.30000,19.40000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:52:28 UTC,1034,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:53:28 UTC,1035,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:54:28 UTC,1036,24.30000,19.40000,23.30000,62.80000,13.90000,16.80000,8.30000,400.02380
2019-10-07 21:55:28 UTC,1037,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:56:28 UTC,1038,24.30000,19.30000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 21:57:28 UTC,1039,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:58:28 UTC,1040,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 21:59:28 UTC,1041,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:00:29 UTC,1042,24.30000,19.40000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:01:29 UTC,1043,24.30000,19.40000,23.30000,62.90000,14.00000,16.80000,8.20000,400.02380
2019-10-07 22:02:29 UTC,1044,24.30000,19.40000,23.30000,62.80000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:03:29 UTC,1045,24.30000,19.40000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:04:29 UTC,1046,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:05:29 UTC,1047,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:06:29 UTC,1048,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:07:29 UTC,1049,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:08:29 UTC,1050,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:09:29 UTC,1051,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:10:29 UTC,1052,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:11:29 UTC,1053,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:12:29 UTC,1054,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:13:29 UTC,1055,24.30000,19.30000,23.30000,62.30000,13.80000,16.60000,8.40000,400.02380
2019-10-07 22:14:29 UTC,1056,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:15:29 UTC,1057,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:16:29 UTC,1058,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:17:29 UTC,1059,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:18:29 UTC,1060,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:19:29 UTC,1061,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:20:29 UTC,1062,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:21:29 UTC,1063,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:22:29 UTC,1064,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:23:29 UTC,1065,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:24:29 UTC,1066,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:25:29 UTC,1067,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:26:29 UTC,1068,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:27:29 UTC,1069,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:28:29 UTC,1070,24.30000,19.30000,23.30000,62.40000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:29:29 UTC,1071,24.30000,19.30000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 22:30:29 UTC,1072,24.30000,19.30000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 22:31:29 UTC,1073,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:32:29 UTC,1074,24.30000,19.30000,23.30000,62.40000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:33:29 UTC,1075,24.30000,19.40000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 22:34:29 UTC,1076,24.30000,19.30000,23.30000,62.30000,13.90000,16.70000,8.40000,400.02380
2019-10-07 22:35:29 UTC,1077,24.30000,19.40000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 22:36:29 UTC,1078,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:37:29 UTC,1079,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:38:29 UTC,1080,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:39:29 UTC,1081,24.30000,19.30000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 22:40:29 UTC,1082,24.30000,19.40000,23.40000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:41:29 UTC,1083,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:42:29 UTC,1084,24.30000,19.40000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:43:29 UTC,1085,24.30000,19.40000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:44:29 UTC,1086,24.30000,19.40000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:45:29 UTC,1087,24.30000,19.40000,23.40000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:46:29 UTC,1088,24.30000,19.30000,23.30000,62.40000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:47:29 UTC,1089,24.30000,19.30000,23.30000,62.40000,13.90000,16.70000,8.40000,400.02380
2019-10-07 22:48:29 UTC,1090,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:49:29 UTC,1091,24.30000,19.30000,23.40000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:50:29 UTC,1092,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:51:29 UTC,1093,24.30000,19.30000,23.30000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:52:29 UTC,1094,24.30000,19.30000,23.30000,62.30000,13.80000,16.60000,8.40000,400.02380
2019-10-07 22:53:29 UTC,1095,24.30000,19.30000,23.40000,62.50000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:54:29 UTC,1096,24.30000,19.30000,23.40000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:55:29 UTC,1097,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:56:29 UTC,1098,24.30000,19.30000,23.30000,62.70000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:57:29 UTC,1099,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:58:29 UTC,1100,24.30000,19.30000,23.30000,62.60000,13.90000,16.70000,8.30000,400.02380
2019-10-07 22:59:29 UTC,1101,24.30000,19.40000,23.30000,62.80000,13.90000,16.80000,8.20000,400.02380
2019-10-07 23:00:29 UTC,1102,24.30000,19.40000,23.10000,63.00000,14.00000,16.80000,8.20000,400.02380
2019-10-07 23:01:29 UTC,1103,24.30000,19.40000,23.00000,63.40000,14.00000,16.90000,8.10000,400.02380
2019-10-07 23:02:29 UTC,1104,24.30000,19.40000,22.90000,63.40000,14.00000,16.90000,8.10000,400.02380
2019-10-07 23:03:29 UTC,1105,24.30000,19.40000,22.70000,63.20000,14.00000,16.80000,8.10000,400.02380
2019-10-07 23:04:29 UTC,1106,24.20000,19.40000,22.60000,63.10000,14.00000,16.80000,8.20000,400.02380
2019-10-07 23:05:29 UTC,1107,24.20000,19.30000,22.40000,63.00000,13.90000,16.70000,8.20000,400.02380
2019-10-07 23:06:29 UTC,1108,24.20000,19.30000,22.30000,63.00000,13.90000,16.70000,8.20000,400.02380
2019-10-07 23:07:29 UTC,1109,24.20000,19.30000,22.20000,63.00000,13.90000,16.70000,8.10000,400.02380
2019-10-07 23:08:29 UTC,1110,24.20000,19.30000,22.10000,62.80000,13.80000,16.70000,8.20000,400.02380
2019-10-07 23:09:29 UTC,1111,24.10000,19.20000,22.10000,62.90000,13.80000,16.60000,8.20000,400.02380
2019-10-07 23:10:29 UTC,1112,24.10000,19.30000,22.10000,62.90000,13.80000,16.70000,8.20000,400.02380
2019-10-07 23:11:29 UTC,1113,24.20000,19.30000,22.10000,62.80000,13.80000,16.60000,8.20000,400.02380
2019-10-07 23:12:29 UTC,1114,24.10000,19.20000,22.00000,62.80000,13.80000,16.60000,8.20000,400.02380
2019-10-07 23:13:29 UTC,1115,24.10000,19.20000,21.90000,62.60000,13.80000,16.60000,8.20000,400.02380
2019-10-07 23:14:29 UTC,1116,24.10000,19.20000,21.90000,62.40000,13.70000,16.50000,8.30000,400.02380
2019-10-07 23:15:29 UTC,1117,24.10000,19.20000,21.90000,62.50000,13.80000,16.50000,8.30000,400.02380
2019-10-07 23:16:29 UTC,1118,24.10000,19.20000,21.90000,62.30000,13.70000,16.50000,8.30000,400.02380
2019-10-07 23:17:29 UTC,1119,24.10000,19.20000,21.80000,62.40000,13.70000,16.50000,8.30000,400.02380
2019-10-07 23:18:29 UTC,1120,24.10000,19.10000,21.80000,62.30000,13.70000,16.50000,8.30000,400.02380
2019-10-07 23:19:29 UTC,1121,24.10000,19.10000,21.80000,62.30000,13.70000,16.40000,8.30000,400.02380
2019-10-07 23:20:29 UTC,1122,24.10000,19.10000,21.70000,62.30000,13.70000,16.50000,8.30000,400.02380
2019-10-07 23:21:29 UTC,1123,24.10000,19.20000,21.70000,62.40000,13.70000,16.50000,8.30000,400.02380
2019-10-07 23:22:30 UTC,1124,24.10000,19.20000,21.70000,62.60000,13.70000,16.50000,8.20000,400.02380
2019-10-07 23:23:29 UTC,1125,24.10000,19.20000,21.70000,62.50000,13.70000,16.50000,8.20000,400.02380
2019-10-07 23:24:30 UTC,1126,24.10000,19.20000,21.70000,62.50000,13.70000,16.50000,8.20000,400.02859
2019-10-07 23:25:29 UTC,1127,24.10000,19.20000,21.60000,62.40000,13.70000,16.50000,8.20000,400.04257
2019-10-07 23:26:30 UTC,1128,24.10000,19.10000,21.60000,62.20000,13.70000,16.40000,8.30000,400.06796
2019-10-07 23:27:30 UTC,1129,24.10000,19.20000,21.60000,62.50000,13.70000,16.50000,8.20000,400.11374
2019-10-07 23:28:30 UTC,1130,24.10000,19.20000,21.60000,62.40000,13.70000,16.50000,8.30000,400.19107
2019-10-07 23:29:30 UTC,1131,24.10000,19.20000,21.60000,62.50000,13.70000,16.50000,8.20000,400.33658
2019-10-07 23:30:30 UTC,1132,24.10000,19.20000,21.60000,62.50000,13.70000,16.50000,8.20000,400.56833
2019-10-07 23:31:30 UTC,1133,24.10000,19.10000,21.60000,62.40000,13.70000,16.50000,8.30000,400.88055
2019-10-07 23:32:30 UTC,1134,24.10000,19.10000,21.50000,62.50000,13.70000,16.50000,8.20000,401.23856
2019-10-07 23:33:30 UTC,1135,24.10000,19.20000,21.40000,62.40000,13.70000,16.50000,8.30000,401.71591
2019-10-07 23:34:30 UTC,1136,24.10000,19.20000,21.30000,62.30000,13.70000,16.50000,8.30000,402.17734
2019-10-07 23:35:31 UTC,1137,24.10000,19.10000,21.30000,62.10000,13.70000,16.40000,8.30000,402.70218
2019-10-07 23:36:31 UTC,1138,24.10000,19.10000,21.40000,62.20000,13.60000,16.40000,8.30000,403.18210
2019-10-07 23:37:30 UTC,1139,24.10000,19.10000,21.40000,62.20000,13.70000,16.40000,8.30000,403.46796
2019-10-07 23:38:30 UTC,1140,24.10000,19.10000,21.40000,62.00000,13.60000,16.40000,8.30000,403.70175
2019-10-07 23:39:30 UTC,1141,24.10000,19.10000,21.40000,62.10000,13.60000,16.40000,8.30000,404.05121
2019-10-07 23:40:30 UTC,1142,24.10000,19.10000,21.40000,61.80000,13.60000,16.40000,8.40000,404.54523
2019-10-07 23:41:30 UTC,1143,24.10000,19.10000,21.40000,61.80000,13.60000,16.40000,8.40000,405.13568
2019-10-07 23:42:32 UTC,1144,24.10000,19.10000,21.40000,61.90000,13.60000,16.40000,8.40000,405.96658
2019-10-07 23:43:31 UTC,1145,24.10000,19.10000,21.50000,61.80000,13.60000,16.40000,8.40000,406.82748
2019-10-07 23:44:31 UTC,1146,24.10000,19.10000,21.50000,61.80000,13.60000,16.40000,8.40000,407.46585
2019-10-07 23:45:31 UTC,1147,24.20000,19.10000,21.50000,61.80000,13.60000,16.40000,8.40000,408.23849
2019-10-07 23:46:31 UTC,1148,24.10000,19.10000,21.40000,61.80000,13.60000,16.40000,8.40000,408.89539
2019-10-07 23:47:31 UTC,1149,24.20000,19.10000,21.40000,61.60000,13.60000,16.30000,8.40000,409.56827
2019-10-07 23:48:32 UTC,1150,24.20000,19.10000,21.50000,61.70000,13.60000,16.40000,8.40000,410.25714
2019-10-07 23:49:31 UTC,1151,24.20000,19.10000,21.40000,61.60000,13.60000,16.30000,8.50000,410.91055
2019-10-07 23:50:31 UTC,1152,24.10000,19.00000,21.40000,61.30000,13.50000,16.20000,8.50000,411.37054
2019-10-07 23:51:31 UTC,1153,24.20000,19.00000,21.50000,61.30000,13.50000,16.30000,8.50000,411.54208
2019-10-07 23:52:31 UTC,1154,24.20000,19.00000,21.50000,61.00000,13.50000,16.20000,8.60000,411.46283
2019-10-07 23:53:31 UTC,1155,24.20000,19.00000,21.50000,61.10000,13.50000,16.20000,8.60000,411.17331
2019-10-07 23:54:31 UTC,1156,24.20000,19.00000,21.60000,60.90000,13.50000,16.20000,8.60000,410.78897
2019-10-07 23:55:31 UTC,1157,24.20000,19.00000,21.60000,61.00000,13.50000,16.20000,8.60000,410.18045
2019-10-07 23:56:31 UTC,1158,24.20000,19.00000,21.70000,61.00000,13.50000,16.20000,8.60000,409.44492
2019-10-07 23:57:31 UTC,1159,24.20000,19.00000,21.70000,61.00000,13.50000,16.20000,8.60000,408.51987
2019-10-07 23:58:31 UTC,1160,24.20000,19.00000,21.70000,60.90000,13.50000,16.20000,8.60000,407.38388
2019-10-07 23:59:31 UTC,1161,24.20000,19.00000,21.70000,60.90000,13.50000,16.20000,8.60000,406.18671
2019-10-08 00:00:31 UTC,1162,24.20000,19.10000,21.80000,60.90000,13.50000,16.20000,8.60000,404.93851
2019-10-08 00:01:31 UTC,1163,24.30000,19.10000,21.80000,61.00000,13.50000,16.30000,8.60000,403.86606
2019-10-08 00:02:31 UTC,1164,24.30000,19.00000,21.80000,60.70000,13.40000,16.20000,8.70000,403.39883
2019-10-08 00:03:31 UTC,1165,24.30000,19.10000,21.90000,60.90000,13.50000,16.20000,8.70000,403.14996
2019-10-08 00:04:31 UTC,1166,24.30000,19.00000,21.90000,60.60000,13.40000,16.20000,8.70000,402.79431
2019-10-08 00:05:31 UTC,1167,24.30000,19.00000,21.80000,60.70000,13.40000,16.20000,8.70000,402.40692
2019-10-08 00:06:31 UTC,1168,24.30000,19.00000,21.80000,60.60000,13.40000,16.20000,8.70000,402.02921
2019-10-08 00:07:31 UTC,1169,24.30000,19.00000,21.90000,60.60000,13.40000,16.20000,8.70000,401.72339
2019-10-08 00:08:31 UTC,1170,24.30000,19.00000,21.90000,60.70000,13.40000,16.20000,8.70000,401.47638
2019-10-08 00:09:31 UTC,1171,24.30000,19.00000,21.90000,60.60000,13.40000,16.20000,8.70000,401.35724
2019-10-08 00:10:32 UTC,1172,24.30000,19.00000,21.80000,60.40000,13.40000,16.20000,8.80000,401.37396
2019-10-08 00:11:32 UTC,1173,24.30000,19.00000,21.80000,60.30000,13.40000,16.10000,8.80000,401.32227
2019-10-08 00:12:32 UTC,1174,24.30000,19.00000,21.90000,60.10000,13.40000,16.10000,8.90000,401.33191
2019-10-08 00:13:32 UTC,1175,24.40000,19.00000,22.00000,59.90000,13.30000,16.10000,8.90000,401.48087
2019-10-08 00:14:32 UTC,1176,24.40000,19.00000,21.90000,59.80000,13.30000,16.10000,9.00000,401.80515
2019-10-08 00:15:32 UTC,1177,24.40000,19.00000,21.90000,59.80000,13.30000,16.10000,9.00000,402.45352
2019-10-08 00:16:32 UTC,1178,24.40000,19.00000,21.80000,59.70000,13.30000,16.00000,9.00000,402.98615
2019-10-08 00:17:31 UTC,1179,24.40000,19.00000,21.80000,59.70000,13.30000,16.10000,9.00000,403.50299
2019-10-08 00:18:32 UTC,1180,24.40000,19.00000,21.80000,59.70000,13.30000,16.00000,9.00000,403.81000
2019-10-08 00:19:32 UTC,1181,24.40000,19.00000,21.80000,59.70000,13.30000,16.00000,9.00000,403.84540
2019-10-08 00:20:32 UTC,1182,24.30000,19.00000,21.80000,59.80000,13.30000,16.00000,8.90000,403.74139
2019-10-08 00:21:32 UTC,1183,24.30000,19.00000,21.80000,59.70000,13.30000,16.00000,9.00000,403.49695
2019-10-08 00:22:32 UTC,1184,24.30000,19.00000,21.80000,60.00000,13.30000,16.10000,8.90000,403.20148
2019-10-08 00:23:32 UTC,1185,24.40000,19.00000,21.80000,59.90000,13.30000,16.10000,8.90000,402.84381
2019-10-08 00:24:32 UTC,1186,24.40000,19.00000,21.80000,59.70000,13.30000,16.10000,9.00000,402.48862
2019-10-08 00:25:32 UTC,1187,24.40000,19.00000,21.80000,59.60000,13.30000,16.00000,9.00000,402.17328
2019-10-08 00:26:32 UTC,1188,24.40000,19.00000,21.80000,59.50000,13.30000,16.00000,9.00000,401.89893
2019-10-08 00:27:32 UTC,1189,24.40000,19.00000,21.90000,59.60000,13.30000,16.10000,9.00000,401.66345
2019-10-08 00:28:32 UTC,1190,24.40000,19.00000,21.90000,59.60000,13.30000,16.10000,9.00000,401.46280
2019-10-08 00:29:32 UTC,1191,24.50000,19.10000,22.00000,59.60000,13.40000,16.10000,9.00000,401.29248
2019-10-08 00:30:32 UTC,1192,24.50000,19.10000,22.00000,59.80000,13.40000,16.20000,9.00000,401.14798
2019-10-08 00:31:32 UTC,1193,24.50000,19.10000,22.00000,59.70000,13.40000,16.20000,9.10000,401.02512
2019-10-08 00:32:32 UTC,1194,24.50000,19.10000,22.00000,59.70000,13.40000,16.20000,9.10000,400.92035
2019-10-08 00:33:32 UTC,1195,24.60000,19.20000,22.00000,59.70000,13.50000,16.20000,9.10000,400.83063
2019-10-08 00:34:32 UTC,1196,24.60000,19.20000,22.00000,59.60000,13.50000,16.30000,9.20000,400.78491
2019-10-08 00:35:32 UTC,1197,24.70000,19.20000,22.00000,59.70000,13.50000,16.30000,9.10000,400.94031
2019-10-08 00:36:32 UTC,1198,24.70000,19.30000,22.10000,59.70000,13.60000,16.30000,9.20000,401.36752
2019-10-08 00:37:32 UTC,1199,24.70000,19.30000,22.10000,59.80000,13.60000,16.40000,9.20000,402.10110
2019-10-08 00:38:32 UTC,1200,24.80000,19.30000,22.20000,59.40000,13.60000,16.30000,9.30000,403.41849
2019-10-08 00:39:32 UTC,1201,24.80000,19.30000,22.10000,59.30000,13.50000,16.30000,9.30000,405.45544
2019-10-08 00:40:32 UTC,1202,24.80000,19.30000,22.20000,59.10000,13.50000,16.30000,9.40000,408.11063
2019-10-08 00:41:32 UTC,1203,24.90000,19.30000,22.20000,59.00000,13.50000,16.30000,9.40000,410.52423
2019-10-08 00:42:32 UTC,1204,24.90000,19.30000,22.30000,59.00000,13.60000,16.40000,9.40000,412.79834
2019-10-08 00:43:32 UTC,1205,24.90000,19.40000,22.30000,59.20000,13.60000,16.40000,9.40000,414.19922
2019-10-08 00:44:32 UTC,1206,24.90000,19.40000,22.30000,59.10000,13.60000,16.40000,9.40000,415.50790
2019-10-08 00:45:32 UTC,1207,24.90000,19.30000,22.30000,58.80000,13.50000,16.30000,9.50000,416.61777
2019-10-08 00:46:32 UTC,1208,24.90000,19.40000,22.40000,59.00000,13.60000,16.40000,9.40000,417.46902
2019-10-08 00:47:32 UTC,1209,24.90000,19.30000,22.40000,58.80000,13.50000,16.30000,9.50000,417.92957
2019-10-08 00:48:32 UTC,1210,25.00000,19.40000,22.50000,58.70000,13.50000,16.30000,9.50000,418.31784
2019-10-08 00:49:32 UTC,1211,25.00000,19.40000,22.50000,58.60000,13.60000,16.40000,9.60000,418.87018
2019-10-08 00:50:32 UTC,1212,25.10000,19.40000,22.40000,58.50000,13.60000,16.40000,9.60000,419.44440
2019-10-08 00:51:32 UTC,1213,25.10000,19.40000,22.40000,58.60000,13.60000,16.40000,9.60000,420.23584
2019-10-08 00:52:32 UTC,1214,25.10000,19.40000,22.40000,58.40000,13.60000,16.40000,9.70000,420.92783
2019-10-08 00:53:32 UTC,1215,25.20000,19.50000,22.50000,58.60000,13.70000,16.50000,9.60000,421.51733
2019-10-08 00:54:32 UTC,1216,25.10000,19.50000,22.50000,58.70000,13.70000,16.50000,9.60000,422.15842
2019-10-08 00:55:32 UTC,1217,25.20000,19.50000,22.50000,58.40000,13.60000,16.40000,9.70000,422.59818
